pagina,id,nombre,categoria,ubicacion,url
40,10020,AMARILLO Textil,bordados,bordados,https://guiarsanrafael.com.ar/empresa/amarillo-textil/
40,10027,LAB Bioquímica Especializada,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/lab-bioquimica-especializada-2/
40,10044,TODO RICO La Casa de las Viandas,casa-de-comidas-rotiseria-viandas,casa-de-comidas,https://guiarsanrafael.com.ar/empresa/todo-rico-la-casa-de-las-viandas/
40,10081,RICAS Pastas Artesanales,fabrica-de-pastas,fabrica-de-pastas,https://guiarsanrafael.com.ar/empresa/ricas-pastas-artesanales/
40,10088,MAFALDA Insumos para Peluquerías,cosmetica-cosmetologia-cosmetologa-cosmiatra,cosmetica-perfumeria,https://guiarsanrafael.com.ar/empresa/mafalda-insumos-para-peluquerias/
40,10092,VERDULERIA AVENIDA,verdulerias,verdulerias,https://guiarsanrafael.com.ar/empresa/verduleria-avenida/
40,10113,BALLOFFET Suspensión y Dirección,amortiguadores-repuestos,amortiguadores,https://guiarsanrafael.com.ar/empresa/balloffet-suspension-y-direccion/
40,10121,Mariela Villafañe,psicopedagogia,psicopedagogia,https://guiarsanrafael.com.ar/empresa/mariela-villafane/
40,10124,MARIANA OCHOA,endodoncia,endodoncia,https://guiarsanrafael.com.ar/empresa/mariana-ochoa-2/
41,9927,LO DE GAMO Peluquería y Alimentos,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/lo-de-gamo-peluqueria-y-alimentos/
41,9943,COCHERIA ARIEL GOMEZ,cremaciones-salas-velatorias,cocherias-sala-velatorias,https://guiarsanrafael.com.ar/empresa/cocheria-ariel-gomez/
41,9944,AG Cremaciones de Mascotas,cremaciones-salas-velatorias,cremaciones-sala-velatorias,https://guiarsanrafael.com.ar/empresa/ag-cremaciones-de-mascotas/
41,9956,MODO MONO Rental Bike & Sky,alquiler-de-bicicletas,alquiler-de-bicicletas,https://guiarsanrafael.com.ar/empresa/modo-mono-rental-bike/
41,9965,DEL CIELO Artículos de Limpieza,articulos-de-limpieza-todo-suelto,articulos-de-limpieza,https://guiarsanrafael.com.ar/empresa/del-cielo-articulos-de-limpieza/
41,9972,RICITOS Productos Capilares,cosmetica-cosmetologia-cosmetologa-cosmiatra,cosmetica-perfumeria,https://guiarsanrafael.com.ar/empresa/ricitos-productos-capilares/
41,9980,ANDRES Automotores,agencia-de-autos-automotores,agencia-de-autos,https://guiarsanrafael.com.ar/empresa/andres-automotores/
41,9986,EMANUEL MARTINEZ,abogados-abogadas-estudios-juridicos,abogados,https://guiarsanrafael.com.ar/empresa/emanuel-martinez/
41,9991,UCASAL San Rafael,educacion,carreras-cortas,https://guiarsanrafael.com.ar/empresa/ucasal-san-rafael/
41,10001,ISIV San Rafael,educacion,carreras-cortas,https://guiarsanrafael.com.ar/empresa/isiv-san-rafael/
42,9790,FRISE PACK Bolsas Ecológicas,bolsas-cerigrafia-ecologica,bolsas,https://guiarsanrafael.com.ar/empresa/frise-pack-bolsas-ecologicas/
42,9798,BATUKA Alimentos Balanceados,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/batuka-alimentos-balanceados/
42,9837,MI RINCON Librería,jugueterias-regaleria,librerias,https://guiarsanrafael.com.ar/empresa/mi-rincon-libreria/
42,9853,CONSULTORIOS MEDICOS CUYO,consultorios-medicos,consultorios-medicos,https://guiarsanrafael.com.ar/empresa/consultorios-medicos-cuyo/
42,9863,MI LUGAR sin Gluten,almacen-celiaco,almacen-celiaco,https://guiarsanrafael.com.ar/empresa/mi-lugar-sin-t-a-c-c/
42,9871,MADERERA COCO´S,aislantes-impemeabilizantes,aislantes-2,https://guiarsanrafael.com.ar/empresa/maderera-cocos/
42,9879,CERAMICAS SAN RAFAEL,ceramicas,ceramicas,https://guiarsanrafael.com.ar/empresa/ceramicas-san-rafael/
42,9886,PAULA YEBRA,kinesiologia-y-fisioterapia,centro-de-rehabilitacion,https://guiarsanrafael.com.ar/empresa/paula-yebra/
42,9914,MONICA R. GIJON,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/monica-r-gijon/
42,9920,DAFHNE Peluqueria & Estetica,barberias-peluqueria-barberos,barberias,https://guiarsanrafael.com.ar/empresa/dafhne-peluqueria-estetica/
43,9695,A LO CUBANO Barberia,barberias-peluqueria-barberos,barberias,https://guiarsanrafael.com.ar/empresa/a-lo-cubano-barberia/
43,9700,LOS FRANCESES,alineacion-y-balanceo,alineacion-y-balanceo,https://guiarsanrafael.com.ar/empresa/los-franceses/
43,9707,LONAS CUYO,cortinados,cortinados,https://guiarsanrafael.com.ar/empresa/lonas-cuyo/
43,9777,BIOMED Centro Bioquímico y Medico,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/biomed-centro-bioquimico-y-medico/
43,9779,Abbona Barcudi  Laboratorio,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/abbona-barcudi-laboratorio/
43,9780,Análisis Clínicos San Rafael,bioquimicos-laboratorio,,https://guiarsanrafael.com.ar/empresa/analisis-clinicos-san-rafael/
43,9781,BIO ANÁLISIS  Laboratorio,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/bio-analisis-laboratorio/
43,9782,ANALISIS Biológicos y Químicos,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/analisis-biologicos-y-quimicos/
43,9783,Alberto Nadim Yunes Laboratorio,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/alberto-nadim-yunes-laboratorio/
43,9784,SACI  Laboratorio de Análisis Clínicos,bioquimicos-laboratorio,bioquimicos,https://guiarsanrafael.com.ar/empresa/saci-laboratorio-de-analisis-clinicos/
44,9655,Agroveterinaria Mitre,agroveterinaria,agroveterinarias,https://guiarsanrafael.com.ar/empresa/__trashed-5/
44,9656,Veterinaria Las Vírgenes,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/__trashed/
44,9663,Bio Animal,farmacias,veterinarias,https://guiarsanrafael.com.ar/empresa/9663/
44,9667,Veterinaria El Trébol,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-el-trebol/
44,9668,Agroveterinaria La Tranquera,agroveterinaria,agroveterinarias,https://guiarsanrafael.com.ar/empresa/9668/
44,9675,Gerar Alimentos Balanceados,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/gerar-alimentos-balanceados/
44,9676,Gerar Alimentos Balanceados Casa Central,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/gerar-alimentos-balanceados-casa-central/
44,9677,MUNDO BIGOTES Alimentos Balanceados,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/mundo-bigotes-alimentos-balanceados/
44,9678,GANABERDI Tienda para Mascotas,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/ganaberdi/
44,9679,Planeta Mascota,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/planeta-mascota/
45,9647,Veterinaria Dr. Biurrun,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-dr-biurrun/
45,9648,Veterinaria Libertad,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-libertad/
45,9649,TOLY Clínica Veterinaria & Laboratorio,alimentos-balanceados,alimentos-balanceados,https://guiarsanrafael.com.ar/empresa/veterinaria-toly/
45,9650,Veterinaria El Tata Bevans,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-el-tata-bevans/
45,9651,Veterinaria Valerdi,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-valerdi/
45,9652,Clínica Veterinaria Sumarán,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/clinica-veterinaria-sumaran/
45,9653,Josep Veterinaria y Agroveterinaria,tienda-para-mascotas-veterinaria,agroveterinarias,https://guiarsanrafael.com.ar/empresa/josep-veterinaria-y-agroveterinaria/
45,9654,Clínica Veterinaria Huellitas de Amor,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/clinica-veterinaria-huellitas-de-amor/
45,9665,Veterinaria Los Robles,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-los-robles/
45,9666,Veterinaria Giménez,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-gimenez/
46,9425,LA ABEJA Finca & Bodega,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/la-abeja-finca-bodega/
46,9439,Bodega la Vendimia Saicf,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-la-vendimia-saicf/
46,9443,Bodega Bombal y Aldao,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-bombal-y-aldao/
46,9444,Bodega Mumm,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-mumm/
46,9445,Finca Intimayu,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/finca-intimayu/
46,9446,LA BODEGA Parrilla Resto Bar,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/la-bodega-parrilla-resto-bar/
46,9624,VISION SUR Óptica,contactologia,contactologia,https://guiarsanrafael.com.ar/empresa/vision-sur-optica/
46,9631,DULCE TENTACION Repostería,fabrica-de-tortas-reposteria,fabrica-de-tortas,https://guiarsanrafael.com.ar/empresa/dulce-tentacion-reposteria/
46,9644,Clínica Veterinaría Belgrano,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/clinica-veterinaria-belgrano/
46,9646,VETERINARIA BLANCHE,tienda-para-mascotas-veterinaria,veterinarias,https://guiarsanrafael.com.ar/empresa/veterinaria-blanche/
47,9426,JEAN RIVIER Bodega y Viñedos,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/jean-rivier-bodega-y-vinedos/
47,9427,Bodega Tornaghi,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-tornaghi/
47,9430,Bodega Labiano,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-labiano/
47,9431,Bodega Boutique Ibarra,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-boutique-ibarra/
47,9432,Grand Estate S.A.,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/grand-estate-s-a/
47,9433,La Vieja Bodega Serra,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/la-vieja-bodega-serra/
47,9434,Bodegas Bianchi,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodegas-bianchi/
47,9435,Bodega Finca El Nevado,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-finca-el-nevado/
47,9436,BODEGA TERRA LOMBARDA,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-terra-lombarda/
47,9437,Bodega 1920,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-1920/
48,9340,FMG Lubricantes,accesorios-para-el-aumomotor,estetica-vehicular,https://guiarsanrafael.com.ar/empresa/fmg-lubricantes/
48,9367,Lubricentro Italo,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-italo/
48,9368,LUBRICENTRO FUENTES,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-fuentes/
48,9369,Lubri Del Centro,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubri-del-centro/
48,9378,VELEZ Lubricantes y Repuestos,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/velez-lubricantes-y-repuestos/
48,9380,Lubricentro San Martín,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-san-martin/
48,9428,Millanti Viajes,agencia-de-viajes,agencias-de-viajes,https://guiarsanrafael.com.ar/empresa/millanti-viajes/
48,9438,Bodega Finca Cuadro Benegas,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-finca-cuadro-benegas/
48,9440,Bodega Goyenechea,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodega-goyenechea/
48,9442,Bodegas Giaroli,bodegas-vinedos-fincas,bodegas-y-vinedos,https://guiarsanrafael.com.ar/empresa/bodegas-giaroli/
49,9350,MI Lubricentro,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/mi-lubricentro/
49,9351,Lubricentro CLASE 1,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-clase-1/
49,9352,Full Track,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/full-track/
49,9355,Lubricentro San Expedito,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-san-expedito/
49,9356,CIA Lubricantes,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/cia-lubricantes/
49,9357,Lubricentro Lujan,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-lujan/
49,9358,MyM Lubricentro,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/mym-lubricentro/
49,9366,Plus Oil Lubricantes,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/plus-oil-lubricantes/
49,9370,SINICH Lubricantes y Accesorios,lubricantes-aceites-lubricentro,,https://guiarsanrafael.com.ar/empresa/sinich-lubricantes/
49,9371,LUBRICENTRO AGUIRRE,lubricantes-aceites-lubricentro,accesorios-del-automotor,https://guiarsanrafael.com.ar/empresa/lubricentro-aguirre/
50,9306,Baco’s  Vinoteca,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/bacos-vinoteca/
50,9308,ORUJO Tienda de Bebidas,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/orujo/
50,9332,DELICIAS SALUDABLES,panaderias,panaderia,https://guiarsanrafael.com.ar/empresa/delicias-saludables/
50,9345,FMG Racing Cars,accesorios-de-competicion,accesorios-de-competicion,https://guiarsanrafael.com.ar/empresa/fmg-racing-cars/
50,9359,Lucas Lubricantes,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lucas-lubricantes/
50,9360,Lubricentro Baja un Cambio,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-baja-un-cambio/
50,9361,Martín Lubricantes,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/martin-lubricantes/
50,9363,Big Oil  Lubricantes,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/big-oil-lubricantes/
50,9364,Volante Lubricentro,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/volante-lubricentro/
50,9365,Lubricentro 15w40,lubricantes-aceites-lubricentro,lubricantes,https://guiarsanrafael.com.ar/empresa/lubricentro-15w40/
51,9307,ALMACEN MITRE,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/almacen-mitre/
51,9309,Almacén 1933,almacen-de-vinos,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/almacen-1933/
51,9311,COPETEO Tienda de vinos,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/copeteo-tienda-de-vinos/
51,9312,LA BARRICA Vinoteca,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/la-barrica-vinoteca/
51,9313,Vineria Balloffet,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/vineria-balloffet/
51,9314,LIVIER Vinos y Licores,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/livier-vinos-y-licores/
51,9315,ENOTRIA Tienda de Bebidas,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/enotria-tienda-de-bebidas/
51,9316,La Vinoteca,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/la-vinoteca/
51,9320,EL PARQUE Supermercado de Bebidas,regionales-regaleria,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/el-parque-supermercado-de-bebidas-2/
51,9321,EL PARQUE Supermercado de Bebidas,licoreria-tienda-de-bebidas,licorerias,https://guiarsanrafael.com.ar/empresa/el-parque-supermercado-de-bebidas-3/
52,9278,SABORES delicatessen,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/sabores-delicatessen/
52,9279,Secretos del Monte,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/secretos-del-monte/
52,9280,Almacén Yancanelo,artesanias,aceite-de-oliva,https://guiarsanrafael.com.ar/empresa/almacen-yancanelo/
52,9298,PLAKE Regalos,marroquineria,artesanias,https://guiarsanrafael.com.ar/empresa/placke-regalos/
52,9299,EL ARBOL Tienda de Regionales,artesanias,almacen-natural,https://guiarsanrafael.com.ar/empresa/el-arbol/
52,9300,Cáscara Colorada,fiambrerias,fiamfreria,https://guiarsanrafael.com.ar/empresa/cascara-colorada/
52,9301,CLÁSICO y MODERNO,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/clasico-y-moderno-2/
52,9317,EL PARQUE Supermercado de Bebidas,tinenda-de-bebidas-vinotecas-licores,licorerias,https://guiarsanrafael.com.ar/empresa/el-parque-supermercado-de-bebidas/
52,9318,GO BAR San Rafael,tinenda-de-bebidas-vinotecas-licores,licorerias,https://guiarsanrafael.com.ar/empresa/go-bar-san-rafael/
52,9319,BERTA Despensa de Vinos,tinenda-de-bebidas-vinotecas-licores,tienda-de-bebidas,https://guiarsanrafael.com.ar/empresa/berta-despensa-de-vinos/
53,9257,JAVIER ALFONSO,kinesiologia-y-fisioterapia,centro-de-rehabilitacion,https://guiarsanrafael.com.ar/empresa/javier-alfonso/
53,9258,ASCLEPIO Centro de Rehabilitación,centro-de-rehabilitacion,centro-de-rehabilitacion,https://guiarsanrafael.com.ar/empresa/asclepio-centro-de-rehabilitacion/
53,9267,Zingarella Regionales,regionales-regaleria,regionales,https://guiarsanrafael.com.ar/empresa/zingarella-regionales/
53,9268,De Nuestra Tierra,regionales-regaleria,artesanias,https://guiarsanrafael.com.ar/empresa/de-nuestra-tierra/
53,9269,4 ESTACIONES REGIONALES,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/4-estaciones-regionales/
53,9271,Paseo Regional – San Rafael,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/paseo-regional-san-rafael/
53,9272,Paseo de los Lagos,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/paseo-de-los-lagos/
53,9275,Distinguida Tradición,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/9275/
53,9276,Regionales Los Patacones,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/regionales-los-patacones/
53,9277,Regionales Antú Cayén,artesanias,artesanias,https://guiarsanrafael.com.ar/empresa/regionales-antu-cayen/
54,9221,Natura Art Dietetica,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/natura-art-dietetica/
54,9222,Nutri Sabor,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/nutri-sabor/
54,9223,Pachamama Almacen Natural,almacen-natural,almacen-natural,https://guiarsanrafael.com.ar/empresa/pachamama-almacen-natural/
54,9224,DIETÉTICA AZAFRÁN,almacen-celiaco,almacen-celiaco,https://guiarsanrafael.com.ar/empresa/dietetica-azafran/
54,9225,DIETÉTICA PRIMAVERA,almacen-natural,almacen-natural,https://guiarsanrafael.com.ar/empresa/dietetica-primavera/
54,9227,Nutri Tienda,dieteticas-productos-naturales,productos-naturales,https://guiarsanrafael.com.ar/empresa/nutri-tienda/
54,9228,Natural Fruit Tienda Saludable,dieteticas-productos-naturales,productos-naturales,https://guiarsanrafael.com.ar/empresa/natural-fruit-tienda-saludable/
54,9229,Dietética Tomas Todo Suelto,dieteticas-productos-naturales,almacen-natural,https://guiarsanrafael.com.ar/empresa/dietetica-tomas-todo-suelto/
54,9230,Dietetica San Rafael,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/dietetica-san-rafael/
54,9231,Casa Natural,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/casa-natural/
55,9216,JV Baterías,baterias,baterias,https://guiarsanrafael.com.ar/empresa/jv-baterias/
55,9217,Acumuladores Mario Stilo,baterias,baterias,https://guiarsanrafael.com.ar/empresa/acumuladores-mario-stilo/
55,9220,El Rincon de los Sabores,almacen-natural,dieteticas,https://guiarsanrafael.com.ar/empresa/el-rincon-de-los-sabores/
55,9232,Grandiet Nicolás,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/grandiet-nicolas/
55,9233,Dietética Verde Limón,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/dietetica-verde-limon/
55,9234,FELI ALIMENTOS PARA CELIACOS,almacen-celiaco,almacen-celiaco,https://guiarsanrafael.com.ar/empresa/feli-alimentos-para-celiacos/
55,9235,Vida Sana,almacen-celiaco,almacen-celiaco,https://guiarsanrafael.com.ar/empresa/vida-sana/
55,9236,Pura Vida Gluten Free,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/pura-vida-gluten-free/
55,9237,Super Sano,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/super-sano/
55,9238,Natural Fruit,dieteticas-productos-naturales,dieteticas,https://guiarsanrafael.com.ar/empresa/natural-fruit/
56,9103,FRADINAGUA s.r.l.,bombas-de-agua-riego,bombas-de-agua,https://guiarsanrafael.com.ar/empresa/fradinagua-s-r-l/
56,9121,BADIALI Neumáticos,gomerias-neumaticos-gomas-cubiertas,gomeria,https://guiarsanrafael.com.ar/empresa/badiali-neumaticos/
56,9130,CRISTIAN PAPAGNI,cirujanos-cirugia,urologia,https://guiarsanrafael.com.ar/empresa/cristian-papagni/
56,9140,SAN RAFAEL COLOR,pintura-del-automotor-taller,pintura-del-automotor,https://guiarsanrafael.com.ar/empresa/san-rafael-color/
56,9150,MARÍA EMILIA PERÉ,implantes,implantes,https://guiarsanrafael.com.ar/empresa/maria-emilia-pere/
56,9158,ALEJANDRO JACINTO,cardiologia-medico-cardiologo,cardiologia,https://guiarsanrafael.com.ar/empresa/alejandro-jacinto/
56,9173,BATERIAS AGUIRRE,baterias,baterias,https://guiarsanrafael.com.ar/empresa/baterias-aguirre/
56,9211,LA CASA DE LAS BATERIAS,baterias,baterias,https://guiarsanrafael.com.ar/empresa/la-casa-de-las-baterias/
56,9214,Baterias Toledano,baterias,baterias,https://guiarsanrafael.com.ar/empresa/baterias-toledano/
56,9215,Baterías San Rafael,baterias,baterias,https://guiarsanrafael.com.ar/empresa/baterias-san-rafael/
57,9014,Merino Hnos.,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/merino-hnos/
57,9020,PINTURERIA LUGANE,pintura-del-automotor-taller,pintura-del-automotor,https://guiarsanrafael.com.ar/empresa/pintureria-lugane/
57,9021,PINTURERIA AVENIDA,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/pintureria-avenida/
57,9022,Mindo Sáez Pinturería,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/mindo-saez-pintureria-3/
57,9025,Pinturerias Libertador,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/pinturerias-libertador-2/
57,9026,Mindo Sáez Pinturería,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/mindo-saez-pintureria-4/
57,9031,YESO PLACK,aislantes-impemeabilizantes,aislantes-2,https://guiarsanrafael.com.ar/empresa/yeso-plack-2/
57,9040,M. LOURDES PEREZ,productor-de-seguros,productor-de-seguros,https://guiarsanrafael.com.ar/empresa/m-lourdes-perez/
57,9073,PABLO MARTOS,clinica-medica,clinica-medica,https://guiarsanrafael.com.ar/empresa/pablo-martos/
57,9095,HONU Cocinamos con Pasión,casa-de-comidas-rotiseria-viandas,casa-de-comidas,https://guiarsanrafael.com.ar/empresa/honu-cocinamos-con-pasion/
58,8944,Soleado Departamentos,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/soleado-departamentos/
58,8948,Posada Boutique La Barrica,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/posada-boutique-la-barrica/
58,8954,Hostel Sigrum,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/hostel-sigrum/
58,8970,LECLA Reparación de Electrodomésticos,electrodomesticos-repuestos,repuestos-de-electrodomesticos,https://guiarsanrafael.com.ar/empresa/lecla-reparacion-de-electrodomesticos/
58,8975,LUJOS LIBRERIAS 3,artistica,artisticas,https://guiarsanrafael.com.ar/empresa/lujos-librerias-3/
58,8976,LUJOS LIBRERIAS,artistica,artisticas,https://guiarsanrafael.com.ar/empresa/lujos-librerias/
58,9015,Mindo Sáez Pinturería,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/mindo-saez-pintureria/
58,9016,Mindo Sáez Pinturería,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/mindo-saez-pintureria-2/
58,9017,Del Centro Pinturerías,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/del-centro-pinturerias/
58,9029,Pinturerías Libertador,pinturerias-impermeabilizantes,pinturerias,https://guiarsanrafael.com.ar/empresa/pinturerias-libertador/
59,8898,Patios del Mediterráneo,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/patios-del-mediterraneo-2/
59,8899,Andinos del Nevado,complejo-turisticos,alojamientos,https://guiarsanrafael.com.ar/empresa/andinos-del-nevado/
59,8907,Complejo Miguel Cané,complejo-turisticos,alojamientos,https://guiarsanrafael.com.ar/empresa/complejo-miguel-cane/
59,8909,Finca La Escondida,apar-thotel,apart-hotel,https://guiarsanrafael.com.ar/empresa/finca-la-escondida/
59,8916,San Rafael Group,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/san-rafael-group/
59,8921,Olivos y Retamos,complejo-turisticos,alojamientos,https://guiarsanrafael.com.ar/empresa/olivos-y-retamos/
59,8925,Privilegio Hostel,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/privilegio-hostel/
59,8933,Amukan Guest House,alojamiento-cabanas-camping,alojamientos,https://guiarsanrafael.com.ar/empresa/amukan-guest-house/
